avg_loser_size_usd,avg_txs_per_position,avg_winner_size_usd,best_position_pnl_usd,biggest_position_usd,conviction_ratio,dune_label,first_buy,last_action,majors_pnl_usd,median_hold_days,n_positions,n_positions_external_inflow,n_profitable_positions,pct_flipped_same_day,pnl_excluding_best_usd,positions_never_sold,roi,still_held_value_usd,total_invested_usd,wallet,win_rate,net_pnl_all_usd,roi_all,n_positions_all,n_losers,gross_losses_usd,worst_position_usd,n_total_wipeouts,wipeout_loss_usd,n_txs_all,biggest_position_all_usd,clean_pnl_usd,clean_invested_usd,inflow_pnl_usd,n_clean_positions,n_sold_without_buying,sold_without_buying_usd,best_clean_position_usd,clean_pnl_excluding_best_usd,recent_pnl_180d_usd,recent_positions_180d,size_variation,active_hours_of_day,best_position_share,verdict
2193,3.00000000000000000,5727,38004,32880,2.61,,2024-10-20 18:38:35.000 UTC,2025-12-05 17:59:44.000 UTC,78929,51,9,25,9,0.11000000000000000,40925,0,0.61,0,129305,FN3kQyGUhyakDSVmHRtbKZwt9BZKosZ2ZJs3i9LgzWQD,1.00000000000000000,72768,0.21,105,73,-73444,-13579,26,27053,313,32880,-35196,229454,107964,80,17,111797,10619,-45815,-3321,10,1.79,11,,REJECT: negative PnL once unreconciled positions removed
2351,4.40000000000000000,4874,62533,52707,2.07,,2024-01-03 12:58:41.000 UTC,2025-08-07 20:42:08.000 UTC,74465,7,5,17,4,0.00000000000000000,11932,0,0.97,2440,77070,dhy6xvbsEDkhWKSk5Y3j9rcmGwwwgynDYsQzsrjBGLh,0.80000000000000000,49511,0.23,72,52,-57112,-6195,27,39039,315,52707,-35545,122376,85056,55,0,0,5539,-41084,0,0,2.65,16,,REJECT: negative PnL once unreconciled positions removed
4336,5.20000000000000000,6446,48190,52036,1.49,,2024-11-06 01:36:24.000 UTC,2025-10-28 16:03:39.000 UTC,76067,5,7,40,6,0.00000000000000000,27877,0,0.71,0,107765,6dm74TrNC2H1PwaQwT5F5iQxkhuNmhdr39mDQvkTdppt,0.86000000000000000,79742,0.22,71,42,-69092,-19992,9,13704,366,52036,-35943,108917,115685,31,4,12940,83,-36026,619,2,1.62,14,,REJECT: negative PnL once unreconciled positions removed
14964,3.90000000000000000,52021,330217,89987,3.48,,2024-01-31 09:19:45.000 UTC,2024-11-23 08:45:15.000 UTC,365016,42,6,1,3,0.17000000000000000,34798,0,1.21,0,301148,AHza7tMjGZ3MbPkXLE7fx9sAFynxq6wikqxNVo8wHeEE,0.50000000000000000,292176,0.75,16,12,-146170,-36916,8,122304,63,89987,-38041,297661,330217,15,3,14890,64104,-102145,0,0,1.14,7,,REJECT: negative PnL once unreconciled positions removed
8101,4.00000000000000000,5957,67942,29996,0.74,,2024-06-19 15:34:43.000 UTC,2025-05-21 14:56:37.000 UTC,160329,11,7,10,5,0.29000000000000000,92387,0,1.86,598,86219,8xyyTvDCQ5KNBgSZbAgbLDB923k9RN7VWtaqFTMHM7mv,0.71000000000000000,112939,0.52,31,15,-89535,-36783,9,76065,124,38846,-38191,156901,151130,21,4,72107,42179,-80370,0,0,1.4,10,,REJECT: negative PnL once unreconciled positions removed
34422,2.90000000000000000,110524,242719,806081,3.21,,2024-01-31 19:51:05.000 UTC,2025-05-17 06:10:18.000 UTC,262091,174,9,3,4,0.22000000000000000,19372,0,0.27,0,961562,BhDS39FvLDgf2coHVm1RfH8cMFoSG6XFmuXkDnVbupR5,0.44000000000000000,-96703,-0.05,39,31,-436998,-158721,16,124780,114,806081,-38315,1471253,-58388,36,14,258052,242719,-281034,-5326,1,2.99,8,,REJECT: negative PnL once unreconciled positions removed
3905,4.90000000000000000,6339,22499,51541,1.62,,2024-01-04 00:26:58.000 UTC,2025-03-14 16:02:26.000 UTC,34482,11,5,3,3,0.20000000000000000,11983,0,0.33,0,105944,X9qSRtsS51Q9fPRgtHZ5xUk3eATAAWjawr64Efncutm,0.60000000000000000,-1745,-0.01,39,27,-53544,-16287,5,1507,190,51541,-38733,164910,36988,36,1,1923,14277,-53010,-1706,14,2.06,11,,REJECT: negative PnL once unreconciled positions removed
17943,6.90000000000000000,31629,73632,64771,1.76,,2024-09-26 14:52:27.000 UTC,2024-11-22 18:00:31.000 UTC,201108,21,9,3,8,0.00000000000000000,127477,0,0.73,0,274950,5FNjVGGpXbfAzV1WHWgCnheQ5vCMY8Sxwv3qw3u3mK82,0.89000000000000000,71922,0.14,21,10,-169069,-80457,5,152412,145,80457,-40377,358255,112299,18,4,6249,73632,-114008,0,0,1.12,11,,REJECT: negative PnL once unreconciled positions removed
59959,13.10000000000000000,36516,95665,313648,0.61,,2024-02-21 06:19:34.000 UTC,2026-04-21 01:25:25.000 UTC,192053,13,8,1,4,0.13000000000000000,96388,0,0.35,5692,549562,DM13EGAh9Wjf9EqXKoPHdraQLXupLmGFwDpYRL1m8sSQ,0.50000000000000000,18671,0.02,19,15,-267864,-80472,6,167954,249,313648,-40595,1037296,59266,18,1,6403,95665,-136259,0,0,1.61,12,,REJECT: negative PnL once unreconciled positions removed
21043,5.40000000000000000,23286,91732,42596,1.11,,2024-08-11 03:06:44.000 UTC,2024-12-24 06:49:34.000 UTC,112705,13,11,10,6,0.18000000000000000,20973,0,0.73,0,153558,D2r2d61nQaKNKX2L4H857khZdkgrjSiEBKg16dXVDFfn,0.55000000000000000,30093,0.02,55,34,-380204,-190779,6,218908,297,215950,-40600,925015,70693,45,3,28755,91732,-132332,0,0,2.17,18,,REJECT: negative PnL once unreconciled positions removed
1330,5.80000000000000000,3727,15968,77406,2.8,,2024-01-11 19:20:18.000 UTC,2025-07-26 21:59:04.000 UTC,30049,18,4,5,4,0.25000000000000000,14081,0,0.24,0,123204,EsQVasxtuefBFhy6ZMPw3ZtZsWay5iTLDyjCq7to5U2z,1.00000000000000000,-37245,-0.09,200,146,-100506,-19411,12,4936,1153,77406,-40787,392932,3542,195,0,0,15968,-56756,2587,8,3.33,13,,REJECT: negative PnL once unreconciled positions removed
6719,5.40000000000000000,12295,44660,81797,1.83,,2024-05-29 14:56:20.000 UTC,2025-01-29 17:28:22.000 UTC,64435,30,11,16,6,0.09000000000000000,19775,0,0.22,0,298515,7XmNk7Z6zW5JsXdyxnAUaX6bA4zDqdiJRoieJbfF528j,0.55000000000000000,96310,0.15,79,56,-77959,-9792,17,16628,425,81797,-41431,455195,137740,63,3,13835,15095,-56526,0,0,1.89,16,,REJECT: negative PnL once unreconciled positions removed
5188,7.40000000000000000,8772,63575,42011,1.69,,2024-02-28 11:38:05.000 UTC,2024-08-04 11:53:27.000 UTC,110548,19,6,14,5,0.33000000000000000,46973,0,0.91,0,121427,N8VSTHzBSrLwxxDu52Yqz68HLBNps2cSxgxCLAeMJap,0.83000000000000000,120711,0.43,41,22,-62648,-28188,6,40851,303,42011,-41877,95629,162587,27,8,38503,4031,-45907,0,0,1.45,15,,REJECT: negative PnL once unreconciled positions removed
27511,7.50000000000000000,209903,391257,1305593,7.63,,2024-02-12 15:46:49.000 UTC,2025-01-27 09:30:07.000 UTC,669908,5,8,6,5,0.13000000000000000,278651,0,0.3,0,2251743,8eATsw5GVmsTHC5siFTueJx2aoikbyVnNWdsfrzmQa5W,0.63000000000000000,787387,0.33,21,11,-95568,-48297,2,4512,158,1305593,-42807,393031,830194,15,5,118459,48382,-91189,0,0,2.6,20,,REJECT: negative PnL once unreconciled positions removed
76796,5.90000000000000000,72234,933458,119717,0.94,,2024-12-14 21:25:02.000 UTC,2025-02-15 06:39:11.000 UTC,1220745,6,7,6,3,0.14000000000000000,287287,0,2.12,0,576096,GpnDEjuMH7ziwKGNjrvgnHN6g5AmQ6DhpAnn1kGSAmH3,0.43000000000000000,1223081,2.05,8,4,-61034,-30535,0,0,47,119717,-43498,149105,1266579,2,0,0,-12963,-30535,0,0,0.4,11,,REJECT: negative PnL once unreconciled positions removed
13792,5.20000000000000000,45909,388464,300746,3.33,,2024-01-19 02:10:59.000 UTC,2025-06-12 11:39:59.000 UTC,440329,22,9,6,4,0.22000000000000000,51865,0,0.93,6922,475182,E7LZUZRoi3yBGoJXhCqJ3JxFN5HiXREidvvgua1ir7Xf,0.44000000000000000,474846,0.78,23,14,-109831,-24962,6,83043,119,300746,-44623,239106,519469,17,3,34239,40723,-85346,60081,1,2.26,17,,REJECT: negative PnL once unreconciled positions removed
6735,4.10000000000000000,73696,170107,582567,10.94,,2024-08-09 10:53:03.000 UTC,2025-11-03 16:12:15.000 UTC,206164,54,4,4,4,0.25000000000000000,36057,0,0.33,0,625586,2bkAxcMNr3xEdm5w1FFWyowecQUVv4TeWfc9PDvkfKpJ,1.00000000000000000,154544,0.19,33,24,-55093,-37678,8,4709,135,582567,-45163,201467,199707,29,3,33392,6767,-51930,0,0,4,15,,REJECT: negative PnL once unreconciled positions removed
3977,4.00000000000000000,6253,150486,44797,1.57,,2024-05-20 23:27:00.000 UTC,2025-02-05 20:56:34.000 UTC,163535,7,16,34,9,0.19000000000000000,13048,0,0.78,0,210611,FM4iMuVBWUG2d7DfK9jDBN5tVD3NXp7NJQrtNoVxYMpv,0.56000000000000000,167352,0.28,125,82,-91612,-8875,5,9916,495,46421,-45363,311673,212715,91,7,15327,6420,-51783,0,0,1.45,12,,REJECT: negative PnL once unreconciled positions removed
14728,4.90000000000000000,6924,75674,32096,0.47,,2024-01-09 04:17:56.000 UTC,2024-12-20 14:39:38.000 UTC,160891,5,3,8,3,0.00000000000000000,85217,0,2.34,0,68634,GhuDQb4LG2fMXgWw2DEYUhMprM3BCBADzLqUuxxN4Xj5,1.00000000000000000,19366,0.04,40,26,-166015,-88761,8,32250,194,176169,-45682,367952,65048,32,3,22317,75674,-121356,0,0,2.37,8,,REJECT: negative PnL once unreconciled positions removed
5066,6.20000000000000000,5177,15870,35378,1.02,,2024-01-18 23:29:07.000 UTC,2024-04-02 22:48:27.000 UTC,26562,7,8,15,4,0.25000000000000000,10692,0,0.28,0,96365,F4eRZBP8w8bovpDxPo77wERADs7BP32WdroAjbQuDQqS,0.50000000000000000,15803,0.05,64,40,-66450,-14967,8,12609,399,55424,-45773,223822,61575,49,2,5601,6130,-51902,0,0,1.67,15,,REJECT: negative PnL once unreconciled positions removed
5129,2.40000000000000000,27108,495505,76565,5.29,,2024-02-28 09:13:55.000 UTC,2025-09-12 01:02:36.000 UTC,547467,36,6,5,4,0.17000000000000000,51962,0,3.48,0,157121,G4TabsbdBLutenp4qwMVgkj9T8Gv5L4G3ALuBuFre31s,0.67000000000000000,597499,1.37,38,27,-92801,-20483,13,68470,92,130864,-45813,318809,643312,33,7,165920,17199,-63012,0,0,2.03,7,,REJECT: negative PnL once unreconciled positions removed
5866,5.40000000000000000,7744,56068,61686,1.32,,2024-01-11 11:11:42.000 UTC,2025-09-19 17:09:56.000 UTC,66714,6,16,9,8,0.19000000000000000,10647,0,0.28,0,239050,CKY27AT1hP4MeCEqaFNLCt4n8SUH3PYL187kEzTSJWXU,0.50000000000000000,18474,0.04,78,56,-92456,-6685,5,1784,419,61686,-45862,406519,64337,69,1,1270,7375,-53238,0,0,1.38,15,,REJECT: negative PnL once unreconciled positions removed
27871,6.90000000000000000,40604,763305,793305,1.46,,2024-08-04 08:46:31.000 UTC,2025-04-27 20:21:36.000 UTC,1164588,7,7,33,4,0.29000000000000000,401283,0,1.28,0,910630,GwUPbNdh6NnL6hhCx6C6eekuh9swrzss8fFWECcTadT5,0.57000000000000000,756888,0.23,106,75,-921644,-158379,18,354860,733,816750,-47056,2658532,803944,73,16,169933,435530,-482587,0,0,3.46,21,,REJECT: negative PnL once unreconciled positions removed
11938,5.30000000000000000,40843,563093,205321,3.42,,2024-08-04 21:52:37.000 UTC,2025-02-04 06:08:48.000 UTC,648429,39,12,8,5,0.25000000000000000,85337,0,1.23,0,529182,Ame6yaqH2x22Zcmvtxmr6r2rAr3uKw8VRKRFXJRSnvxK,0.42000000000000000,669245,1.14,25,15,-62612,-20371,5,40032,132,205321,-47226,175244,716471,17,6,106079,8060,-55286,0,0,2.04,18,,REJECT: negative PnL once unreconciled positions removed
3756,4.20000000000000000,4077,57024,25774,1.09,,2024-01-23 14:08:21.000 UTC,2025-07-23 20:46:40.000 UTC,67807,16,6,16,5,0.33000000000000000,10784,0,0.74,0,91028,CzC3q6iR8dh6FAuZ2z9RhR4VUCLSGqaQoRfvfd1AAWmF,0.83000000000000000,28756,0.05,150,98,-110639,-11488,14,14221,629,74898,-47484,516583,76240,134,7,16283,19811,-67295,0,0,2.58,17,,REJECT: negative PnL once unreconciled positions removed
57854,6.10000000000000000,193604,89590,100007,3.35,,2024-10-02 17:41:02.000 UTC,2025-02-14 19:35:00.000 UTC,234504,6,10,8,8,0.10000000000000000,144914,0,0.67,0,348193,B7ipG8y7k2SWW6Yfp8XBHZaoYb3SEbMZhzUtXYet7CUD,0.80000000000000000,502084,0.16,24,11,-171945,-82050,3,64123,146,1146883,-47956,1868829,550039,16,5,67657,73034,-120990,0,0,2.25,15,,REJECT: negative PnL once unreconciled positions removed
11154,2.90000000000000000,39644,37470,178540,3.55,,2024-08-26 18:26:27.000 UTC,2025-05-30 17:10:15.000 UTC,75692,48,3,1,3,0.00000000000000000,38222,0,0.37,0,205554,4G92hgSvEqw1221Hj2rZWLznZMPHJKVnWJZ5iy3hDk3y,1.00000000000000000,-48103,-0.12,20,14,-124271,-100916,7,107093,58,178540,-48188,393447,85,19,2,333007,37470,-85658,0,0,2.16,9,,REJECT: negative PnL once unreconciled positions removed
3562,3.70000000000000000,6662,39678,38668,1.87,,2024-12-12 22:07:54.000 UTC,2025-05-13 18:40:33.000 UTC,75768,5,5,9,4,0.20000000000000000,36090,0,0.84,0,90732,2fRmSefKNRnPV9JLPPFkkHNX5NHgikJAnffXH3nKj77H,0.80000000000000000,97057,0.46,45,28,-65727,-9684,16,44425,168,38668,-48226,114993,145282,36,2,42264,7857,-56083,0,1,1.39,9,,REJECT: negative PnL once unreconciled positions removed
8745,6.80000000000000000,20162,81207,81111,2.31,,2024-01-14 17:43:03.000 UTC,2025-06-21 03:47:12.000 UTC,143645,10,12,3,5,0.00000000000000000,62439,0,0.42,0,345665,74F2yUFB6kQMmkW3NkXvw1uypwGTKT34PkYmvJLw31Fb,0.42000000000000000,-48581,-0.05,94,81,-409111,-29035,52,243627,642,86662,-48295,945247,-286,91,3,18152,81207,-129502,-135,2,1.58,15,,REJECT: negative PnL once unreconciled positions removed
12096,10.40000000000000000,102283,665994,828187,8.46,,2024-05-26 13:00:22.000 UTC,2025-02-02 04:35:12.000 UTC,908331,64,17,14,9,0.12000000000000000,242337,0,0.57,0,1605959,5uGwuXa37ZrTG1HES8xaRnH8X7haZfRYsSGEQCq6Jfia,0.53000000000000000,952237,0.54,35,20,-78698,-15350,2,3307,364,828187,-48317,240762,1000555,21,1,38859,10312,-58630,0,0,2.87,13,,REJECT: negative PnL once unreconciled positions removed
15006,6.40000000000000000,10848,25258,73775,0.72,,2024-01-07 19:35:35.000 UTC,2024-06-07 04:12:22.000 UTC,40825,12,3,5,3,0.33000000000000000,15567,0,0.46,0,88013,ASc4uYDTdMRftfJoLa5HEXq3E9LJfxzhobRfVHWaCkZk,1.00000000000000000,-30363,-0.12,20,11,-81400,-53565,4,18335,128,85622,-48657,178018,18293,15,4,18158,25258,-73915,0,0,1.88,10,,REJECT: negative PnL once unreconciled positions removed
21337,5.00000000000000000,23214,243120,108286,1.09,,2024-03-03 05:25:03.000 UTC,2025-11-07 01:48:59.000 UTC,364124,6,12,1,6,0.25000000000000000,121004,0,0.74,82858,488983,Hj3s9dnjdbX7KMegqbobCaYTPJnAckPs6mTKSK9ppMeT,0.50000000000000000,193728,0.24,37,26,-351182,-112181,12,166148,186,112181,-49392,767635,243120,36,1,1351,91933,-141325,0,0,1.27,7,,REJECT: negative PnL once unreconciled positions removed
8627,6.20000000000000000,12242,186378,154543,1.42,,2024-03-03 14:14:20.000 UTC,2025-10-28 21:16:43.000 UTC,256749,9,27,12,16,0.15000000000000000,70371,0,0.38,0,677326,EXDko7eBGR3ahgkauG8P5UpzK2fHdsV8cKZkuSCXE112,0.59000000000000000,19986,0.01,254,190,-527654,-103388,42,109266,1568,256146,-49694,2323767,69680,242,4,23655,186378,-236072,0,0,2.33,18,,REJECT: negative PnL once unreconciled positions removed
12663,5.50000000000000000,25731,20804,105061,2.03,,2024-10-28 20:19:58.000 UTC,2025-05-04 07:50:31.000 UTC,51749,11,3,8,3,0.33000000000000000,30946,0,0.44,0,117727,GpgpNWtScCX9acJRvatGagg667DiciRmiJFCKrzBagWU,1.00000000000000000,57647,0.18,17,9,-50351,-49065,0,0,93,105061,-50351,113965,107998,9,0,0,-3,-50349,0,0,1.8,9,,REJECT: negative PnL once unreconciled positions removed
3865,4.60000000000000000,11052,292476,54623,2.86,,2024-06-22 00:32:18.000 UTC,2025-01-02 10:19:49.000 UTC,445826,19,17,11,10,0.18000000000000000,153350,0,1.47,0,302870,HmE7v79Frxk4KJaiZGSCxfRyhi5WgcGxPyhP1T3UoxfV,0.59000000000000000,377421,0.43,166,133,-306341,-38214,54,193164,769,54623,-51105,735261,428526,155,2,16900,47058,-98163,0,0,1.5,15,,REJECT: negative PnL once unreconciled positions removed
19740,9.80000000000000000,61033,533123,277552,3.09,,2024-11-06 06:21:33.000 UTC,2025-01-21 02:28:23.000 UTC,903400,20,7,8,5,0.29000000000000000,370276,0,2.16,0,417711,AH6jmtdJgQcQ5Ao2qFPBKtLBx5HBXRvoA3K4ZofmiLoe,0.71000000000000000,638658,0.42,47,33,-518328,-78136,16,292079,460,277552,-51139,1289187,689797,39,13,127961,215928,-267067,0,0,1.6,11,,REJECT: negative PnL once unreconciled positions removed
25584,6.10000000000000000,23790,64002,55921,0.93,,2024-01-27 09:12:25.000 UTC,2025-02-10 11:10:57.000 UTC,103839,34,7,1,5,0.00000000000000000,39837,0,0.68,0,152859,55Y6zJZMaapf96vAPvqEBfDfGYfu6NSb4W3kjkATX8nA,0.71000000000000000,-32661,-0.1,13,8,-164230,-91239,3,39346,79,121014,-52287,296856,19627,12,1,17007,64002,-116289,0,0,1.27,7,,REJECT: negative PnL once unreconciled positions removed
4180,3.40000000000000000,9940,113961,144886,2.38,,2024-02-27 19:13:42.000 UTC,2025-05-01 00:39:00.000 UTC,242943,5,18,9,10,0.33000000000000000,128982,0,0.33,0,726804,7LkwDvJJs1wFfVEr3dPcLuTax3uYmQwEvvzY1DYXecSp,0.56000000000000000,-11521,-0.01,425,344,-568423,-24504,115,126342,1462,144886,-53062,1964589,41541,416,5,14633,113961,-167023,-6196,9,2.45,16,,REJECT: negative PnL once unreconciled positions removed
12937,6.80000000000000000,70648,150910,171293,5.46,,2024-05-07 16:28:12.000 UTC,2025-06-14 09:11:00.000 UTC,192142,6,8,11,4,0.25000000000000000,41231,0,0.48,0,402475,7F7c1bSkzCT26ThaVcePSjW97UgjwpR84AHrW4mge5P8,0.50000000000000000,305428,0.3,24,12,-60824,-23778,3,19186,164,400067,-53080,132754,358508,13,11,179300,6535,-59616,0,0,2.08,15,,REJECT: negative PnL once unreconciled positions removed
6882,8.20000000000000000,7157,42644,27073,1.04,,2024-10-17 18:05:59.000 UTC,2025-01-18 09:35:14.000 UTC,62679,5,5,3,4,0.00000000000000000,20035,0,1.12,0,55798,ChFbQVBsshCnovSpLakAzJjtyVMp2Ske37QoXN1vMKRy,0.80000000000000000,-60845,-0.22,39,29,-137077,-49264,10,65660,320,49264,-54787,264849,-6058,36,0,0,42644,-97431,0,0,1.37,9,,REJECT: negative PnL once unreconciled positions removed
7723,2.70000000000000000,4972,53043,29957,0.64,,2024-03-06 04:46:24.000 UTC,2025-09-16 03:21:37.000 UTC,129600,19,10,5,4,0.10000000000000000,76558,0,0.81,0,159600,FQk7L6rTrCEtvkXcPNPpGydp3sVTUjULJNWr9EssVFgh,0.40000000000000000,22871,0.06,57,39,-172586,-35973,14,55991,155,46645,-55016,342408,77887,52,10,95200,53043,-108059,0,0,1.31,8,,REJECT: negative PnL once unreconciled positions removed
5375,4.40000000000000000,7721,106413,78674,1.44,,2024-12-13 07:52:54.000 UTC,2026-02-06 16:46:29.000 UTC,276219,22,9,16,7,0.11000000000000000,169806,0,0.82,0,337522,GiyzGZU8PLdSsjjFSEZwb6XwgwqPPwAqK3spVxistWYg,0.78000000000000000,-58554,-0.02,390,251,-857036,-231381,43,465284,1734,231381,-55579,2305839,-2975,374,6,213850,106413,-161991,-19566,13,2.89,15,,REJECT: negative PnL once unreconciled positions removed
4570,4.40000000000000000,14882,162046,107737,3.26,,2024-03-14 08:45:03.000 UTC,2025-12-14 08:38:58.000 UTC,240595,110,23,16,5,0.04000000000000000,78549,0,0.5,0,479609,4xVAg82tAzUr1NPhPmhVfWVvcRTM8DBBLuHkhQ3tL7mr,0.22000000000000000,100332,0.11,147,120,-280794,-15327,27,60478,643,107737,-56266,736025,156598,131,4,7709,105997,-162263,-7463,11,2.19,13,,REJECT: negative PnL once unreconciled positions removed
44401,5.10000000000000000,37943,92000,87326,0.85,,2024-04-26 11:11:46.000 UTC,2025-09-04 10:39:52.000 UTC,143887,13,6,2,5,0.00000000000000000,51887,0,0.63,0,228226,CCJH393DPzeAwQgs9DhYFFaUeNDPSr5j4KAYtvj3YPxw,0.83000000000000000,-19718,-0.03,17,10,-207987,-104168,0,0,86,146424,-56572,591438,36854,15,0,0,92000,-148572,0,0,0.91,13,,REJECT: negative PnL once unreconciled positions removed
9439,6.60000000000000000,11799,160900,64925,1.25,,2024-03-07 23:52:26.000 UTC,2025-11-14 12:39:38.000 UTC,212003,8,12,8,5,0.17000000000000000,51103,0,0.46,0,457066,D8zDW9s9FhnfAToFnvHnGRXPUDStcbhsbrmoqrYTcine,0.42000000000000000,8174,0.01,102,78,-345190,-40601,28,81354,672,64925,-57389,818856,66021,93,0,0,160900,-218289,0,0,1.57,19,,REJECT: negative PnL once unreconciled positions removed
4582,4.00000000000000000,12426,197084,88987,2.71,,2024-01-18 02:37:14.000 UTC,2026-08-04 20:16:34.000 UTC,232514,6,9,19,4,0.33000000000000000,35430,0,0.89,23025,261070,5kQoHWFwMGWgvU6Xbgp5RuurPWTNsuv6VwpcWvyDRk2n,0.44000000000000000,309857,0.32,148,111,-317144,-36354,65,215781,594,106787,-58027,745689,367883,129,3,18279,70219,-128246,-13987,5,2.26,14,,REJECT: negative PnL once unreconciled positions removed
4202,5.60000000000000000,9506,43434,83772,2.26,,2024-01-10 05:16:46.000 UTC,2025-06-18 19:05:32.000 UTC,70783,5,7,12,4,0.14000000000000000,27349,0,0.37,0,191589,AP4rqysUpTAo23P7ieW3GARs53LtCfoSGSzeeLpFPWrT,0.57000000000000000,13861,0.04,62,39,-85441,-18951,2,5932,346,83772,-58370,185910,72232,50,1,3540,5073,-63443,-2441,1,2.1,16,,REJECT: negative PnL once unreconciled positions removed
35082,4.20000000000000000,61791,176689,185123,1.76,,2024-12-04 15:29:23.000 UTC,2025-01-29 19:26:02.000 UTC,220891,11,5,1,4,0.20000000000000000,44203,0,0.33,0,672889,AUBYLYH8Qow4v1oRVKAbEeY87WbRpQDc917dS6cSA2ZX,0.80000000000000000,-59064,-0.04,31,21,-383757,-196403,5,22462,129,243794,-58533,1350082,-531,30,2,6146,176689,-235222,0,0,1.47,7,,REJECT: negative PnL once unreconciled positions removed
5569,4.70000000000000000,6170,321779,82219,1.11,,2024-10-23 04:31:28.000 UTC,2025-06-09 20:33:29.000 UTC,384022,13,7,18,4,0.14000000000000000,62243,0,1.71,0,224685,5w7FkM6wjxf6LQJLDZNL6fteJb5ypUr36Qod17WG6vTE,0.57000000000000000,-40339,-0.04,180,159,-521573,-49893,32,131475,843,82219,-58700,982635,18361,162,4,6736,321779,-380479,-472,1,2.02,17,,REJECT: negative PnL once unreconciled positions removed
3681,3.90000000000000000,9833,72385,108513,2.67,,2024-04-08 06:04:00.000 UTC,2025-09-13 09:13:10.000 UTC,86069,7,15,15,8,0.13000000000000000,13685,0,0.22,0,387847,E1a8LfpP2r7nhNfrSwJCf7UKQ3vY89nLD6s64wfBoVKo,0.53000000000000000,184326,0.13,276,203,-395569,-50663,58,75928,1090,108513,-59558,1195541,243884,261,6,34341,72385,-131942,0,0,2.31,12,,REJECT: negative PnL once unreconciled positions removed
22965,7.90000000000000000,65641,110786,130972,2.86,,2024-03-13 06:47:43.000 UTC,2025-09-27 05:55:52.000 UTC,165517,36,4,11,3,0.25000000000000000,54731,0,0.77,0,214391,86SvpvfgBue4JLk6REtmaPX8pm6oayqv1BYJWBqKmeZu,0.75000000000000000,592502,0.44,27,10,-129680,-91298,4,17740,213,469710,-60794,390640,653297,16,2,16096,23158,-83953,0,0,1.92,14,,REJECT: negative PnL once unreconciled positions removed
5937,3.30000000000000000,20985,141970,178795,3.53,,2024-08-06 14:17:16.000 UTC,2025-10-10 14:19:59.000 UTC,283576,6,12,14,7,0.33000000000000000,141606,0,0.42,0,669423,CVwjantEAfqsaKYkRze7Jw97oPmg6xhg1sbgCjhEXdL3,0.58000000000000000,188497,0.1,202,156,-287854,-34491,28,98670,675,243327,-60972,1651726,249469,188,2,35694,52695,-113668,0,0,2.78,14,,REJECT: negative PnL once unreconciled positions removed
4157,8.50000000000000000,10063,39232,63153,2.42,,2024-03-07 21:35:35.000 UTC,2025-08-04 03:01:33.000 UTC,77867,23,7,23,6,0.14000000000000000,38635,0,0.42,0,186127,GzTickF21Cv8VgSDkeo5GhMbuhW6kvPrbq1tfrEf2q47,0.86000000000000000,16406,0.04,72,46,-83326,-29083,6,7651,614,63153,-63600,290441,80005,49,5,29597,9933,-73533,0,0,1.98,18,,REJECT: negative PnL once unreconciled positions removed
19300,7.50000000000000000,38278,37047,126086,1.98,,2024-07-15 21:34:39.000 UTC,2025-05-31 08:02:28.000 UTC,115152,9,9,2,6,0.22000000000000000,78105,0,0.31,0,377311,4eqRv641vcCF6pFaC5T7Ps2wHfzZBufkpAN6a13rsEGH,0.67000000000000000,-32581,-0.05,24,16,-166764,-122310,2,125981,180,126086,-64201,558292,31620,22,0,0,37047,-101248,0,0,1.41,9,,REJECT: negative PnL once unreconciled positions removed
5680,4.60000000000000000,26360,34725,191339,4.64,,2024-01-08 19:57:33.000 UTC,2025-10-29 07:08:40.000 UTC,58990,73,4,7,3,0.25000000000000000,24265,0,0.24,788,245472,5pfePMxmcjneFrfhqdArRNQtbMqbFWofPegSbcwvT7km,0.75000000000000000,37447,0.08,46,35,-113694,-26305,22,56865,211,191339,-64649,451706,102096,39,5,51023,23302,-87950,0,0,2.94,13,,REJECT: negative PnL once unreconciled positions removed
16418,7.10000000000000000,30242,322636,213205,1.84,,2024-04-01 03:34:36.000 UTC,2025-09-27 01:39:18.000 UTC,493318,5,21,12,12,0.33000000000000000,170682,0,0.46,0,1081457,QWr7GA1rvmykPCaxQJgiLRvprpWz5R7WnFKgGskvKHZ,0.57000000000000000,168429,0.08,107,79,-676082,-89821,16,192013,760,213205,-65498,1773514,233927,95,6,155549,322636,-388134,0,0,1.64,12,,REJECT: negative PnL once unreconciled positions removed
106540,7.30000000000000000,107885,184122,198992,1.01,,2024-09-26 16:22:55.000 UTC,2024-12-17 16:46:05.000 UTC,517095,8,7,4,5,0.00000000000000000,332972,0,0.88,0,589201,CQgZndh9sNWnhWYd7Fmai1xVCnkScKuX5v3V8SDa2GsS,0.71000000000000000,636075,0.46,13,6,-168315,-69301,0,0,95,364566,-67879,1120692,703955,9,2,400217,59603,-127483,0,0,0.96,8,,REJECT: negative PnL once unreconciled positions removed
