avg_loser_size_usd,avg_txs_per_position,avg_winner_size_usd,best_position_pnl_usd,biggest_position_usd,conviction_ratio,dune_label,first_buy,last_action,majors_pnl_usd,median_hold_days,n_positions,n_positions_external_inflow,n_profitable_positions,pct_flipped_same_day,pnl_excluding_best_usd,positions_never_sold,roi,still_held_value_usd,total_invested_usd,wallet,win_rate,net_pnl_all_usd,roi_all,n_positions_all,n_losers,gross_losses_usd,worst_position_usd,n_total_wipeouts,wipeout_loss_usd,n_txs_all,biggest_position_all_usd,clean_pnl_usd,clean_invested_usd,inflow_pnl_usd,n_clean_positions,n_sold_without_buying,sold_without_buying_usd,best_clean_position_usd,clean_pnl_excluding_best_usd,recent_pnl_180d_usd,recent_positions_180d,size_variation,active_hours_of_day,best_position_share,verdict
12509,2.40000000000000000,20441,54487,56512,1.63,,2024-10-12 02:44:43.000 UTC,2026-02-04 06:32:34.000 UTC,69117,43,5,5,3,0.00000000000000000,14630,0,0.65,0,106795,EQJKnYJ5JjmNLNBDJq5CDbKLAim3bxtcKd4w2Qmkj6L8,0.60000000000000000,91501,0.63,9,5,-24118,-9887,1,9887,22,56512,-14231,52552,105733,4,3,98918,-18,-14214,0,0,0.96,4,,REJECT: negative PnL once unreconciled positions removed
52682,7.80000000000000000,14404,104193,71515,0.27,,2024-01-02 23:07:59.000 UTC,2025-01-28 07:03:07.000 UTC,127949,50,5,8,4,0.00000000000000000,23756,0,0.84,0,152754,3erRytkyGMbMjTDeFSj26FdBHLAXzRNvkCo58sWjJHUV,0.80000000000000000,4166,0.01,20,9,-213924,-72213,2,82274,155,157828,-14514,301241,18680,12,1,7118,104193,-118707,0,0,1.19,9,,REJECT: negative PnL once unreconciled positions removed
6878,6.50000000000000000,23435,155734,116749,3.41,,2024-01-03 04:37:48.000 UTC,2025-11-01 21:20:30.000 UTC,237610,10,5,8,4,0.20000000000000000,81876,0,1.38,0,172276,ECKirUoginHHEbMwRirrriSfD73SwZqmxoQUqHrurox2,0.80000000000000000,352232,1.17,22,13,-40151,-16196,7,27837,142,116749,-16260,95840,368491,14,4,38354,23891,-40151,0,0,1.79,13,,REJECT: negative PnL once unreconciled positions removed
30613,5.60000000000000000,55446,74948,86404,1.81,,2024-04-28 09:55:01.000 UTC,2024-11-21 00:48:32.000 UTC,86711,14,7,3,4,0.14000000000000000,11762,0,0.24,0,355416,8fZ6tTeMomB5JE6atExw96uyJxPieMDSeFEkTifRDLst,0.57000000000000000,63403,0.11,14,9,-51218,-21905,1,1336,79,114642,-17356,451116,80758,11,1,11120,23009,-40365,0,0,0.86,12,,REJECT: negative PnL once unreconciled positions removed
10466,6.20000000000000000,13758,116558,63835,1.31,,2025-07-19 14:04:49.000 UTC,2025-08-14 21:31:56.000 UTC,137626,19,4,4,4,0.25000000000000000,21068,0,1.03,0,134246,FScWNKhG2G19BDr2xLYCRrrSJiYPbx7uz9FriGGXmU5Z,1.00000000000000000,129591,0.5,21,9,-19826,-14999,1,903,131,63835,-17435,123962,147025,17,0,0,1572,-19007,0,0,1.43,10,,REJECT: negative PnL once unreconciled positions removed
3556,5.00000000000000000,8703,20078,32553,2.45,,2024-05-09 02:26:50.000 UTC,2025-10-04 14:23:25.000 UTC,54158,17,8,4,6,0.13000000000000000,34080,0,0.41,0,132766,BbRDpNj17YfqPus8VY2wx3THvZ56qMcAPV3Cbb7qX6Lr,0.75000000000000000,-10433,-0.03,70,56,-79250,-16101,7,5023,350,37136,-17576,313151,7143,66,0,0,20078,-37654,0,0,1.53,14,,REJECT: negative PnL once unreconciled positions removed
5603,4.00000000000000000,7726,156777,204887,1.38,,2024-04-14 03:43:19.000 UTC,2025-07-24 15:46:21.000 UTC,275315,6,12,8,8,0.33000000000000000,118538,0,0.58,0,475912,8gXc4eqWFC4GXS3rMXEVTBSP8fsrTx6WuJkFMsac5Eze,0.67000000000000000,202922,0.22,147,101,-205302,-18380,46,58139,582,204887,-18621,691371,221543,139,1,1397,74977,-93599,0,0,3.39,17,,REJECT: negative PnL once unreconciled positions removed
7200,4.80000000000000000,61941,49037,118526,8.6,,2024-09-02 06:01:03.000 UTC,2025-09-10 07:34:09.000 UTC,73152,39,8,4,4,0.25000000000000000,24115,0,0.26,0,285729,HETgaYJNiCzhd1rQuBQHivfE1ctgZqJedHEdsU5o6dCF,0.50000000000000000,97734,0.25,17,12,-44012,-18642,2,7028,82,118526,-19546,204927,117280,13,3,10943,24466,-44012,0,0,1.39,10,,REJECT: negative PnL once unreconciled positions removed
6236,4.60000000000000000,30356,62478,68694,4.87,,2024-08-30 02:17:24.000 UTC,2025-01-13 13:30:19.000 UTC,143177,14,9,7,5,0.22000000000000000,80699,0,0.73,0,195016,7KQizNMzB6w8ruLheLiLWbESDkgvwQBxP7H3CszgNy1a,0.56000000000000000,353921,1.02,17,7,-21916,-9910,3,21484,79,68694,-20262,108254,374183,10,2,166136,1548,-21810,0,0,0.98,9,,REJECT: negative PnL once unreconciled positions removed
867,4.40000000000000000,3148,18862,31623,3.63,,2024-01-22 18:25:15.000 UTC,2025-12-01 11:20:07.000 UTC,43467,15,6,11,5,0.17000000000000000,24605,0,0.39,0,110756,6Xh5bYhUWszepxbgfBzemQQYeX6N7K19opz9zpcbN3VL,0.83000000000000000,1065,0,165,126,-61749,-5277,27,14020,725,31623,-20325,182960,21390,154,2,4905,13404,-33729,-746,3,2.93,16,,REJECT: negative PnL once unreconciled positions removed
12796,6.50000000000000000,13331,37384,46746,1.04,,2024-12-19 06:15:34.000 UTC,2025-01-25 13:18:05.000 UTC,67892,8,5,5,3,0.00000000000000000,30509,0,0.66,0,103298,9DxmxUesN55ctJfhKRAXdKxL5rPVWKaL14aFD2Ak2HjF,0.60000000000000000,41474,0.24,13,7,-60009,-51258,2,52482,85,51258,-20352,123647,61826,8,3,32846,37384,-57736,0,0,1.27,9,,REJECT: negative PnL once unreconciled positions removed
3339,5.40000000000000000,13166,51490,81503,3.94,,2024-04-19 08:10:43.000 UTC,2024-10-08 12:59:41.000 UTC,104045,17,8,7,7,0.00000000000000000,52555,0,0.43,0,239267,7V7BFFLNgHhrJq7Udm9Zi26Tbgvytg9GWKLdDLRzf4z6,0.88000000000000000,15617,0.03,86,67,-170281,-20591,51,107670,464,81503,-20585,338968,36202,79,1,1167,25792,-46377,0,0,1.99,13,,REJECT: negative PnL once unreconciled positions removed
4482,2.80000000000000000,12599,222515,51909,2.81,,2024-03-06 15:25:44.000 UTC,2025-06-11 17:12:16.000 UTC,247647,70,9,4,4,0.22000000000000000,25132,0,1.6,7051,154739,CjFZsFvHw2bcy7ZiNKQopakJX1j1ttpbBVmZwPtfH3T,0.44000000000000000,203051,0.69,46,35,-106374,-12179,19,60870,131,51909,-21096,219149,224147,42,8,44391,18257,-39353,0,0,1.36,7,,REJECT: negative PnL once unreconciled positions removed
5213,4.50000000000000000,16437,20752,28509,3.15,,2024-08-30 14:50:42.000 UTC,2025-02-19 21:04:51.000 UTC,32256,21,4,1,3,0.25000000000000000,11504,0,0.38,0,85831,C679Ruck2JLW1NgwNDt7rdavKL3uDd5snLuwhFRmymuQ,0.75000000000000000,-16829,-0.07,33,28,-70811,-18043,20,25782,147,28782,-21133,201183,4305,32,0,0,21207,-42340,0,0,1.37,11,,REJECT: negative PnL once unreconciled positions removed
5995,4.70000000000000000,8130,17078,69014,1.36,,2024-03-03 19:03:02.000 UTC,2025-09-13 08:36:13.000 UTC,37612,21,8,4,5,0.25000000000000000,20534,0,0.21,0,179982,ARYo8JXN5XoFaPmnztuerVzArCqpBLbjzFA5L8dxMYYi,0.63000000000000000,-16427,-0.04,56,36,-84028,-12713,9,26179,264,69014,-21171,369568,4744,52,0,0,17078,-38249,0,0,1.63,11,,REJECT: negative PnL once unreconciled positions removed
14735,9.60000000000000000,12015,663735,53465,0.82,,2024-01-03 12:31:43.000 UTC,2025-08-24 19:31:39.000 UTC,706809,25,8,6,6,0.00000000000000000,43074,0,3.33,2885,212078,ZT2qpqVCAy4hESALMbfBMkHVDztRcJXU5hngAge3hYy,0.75000000000000000,714175,1.41,38,19,-182068,-28555,4,47487,364,53465,-21192,400484,735367,32,7,34350,72741,-93932,0,0,0.95,13,,REJECT: negative PnL once unreconciled positions removed
11426,5.90000000000000000,67838,190125,98752,5.94,,2024-01-01 18:17:24.000 UTC,2025-06-17 17:27:47.000 UTC,250914,6,7,3,3,0.14000000000000000,60789,0,0.95,0,265240,GazTuZbs9ATANW3wAq2xg6Rc2cFDXmm3hweeuBKJzXrF,0.43000000000000000,267708,0.5,17,11,-60371,-18440,5,31903,100,164727,-21223,359936,288931,14,7,48012,22361,-43584,0,0,1.38,11,,REJECT: negative PnL once unreconciled positions removed
36278,3.50000000000000000,40266,102673,140594,1.11,,2024-03-15 12:19:11.000 UTC,2025-01-24 19:24:24.000 UTC,117875,17,6,1,4,0.17000000000000000,15202,0,0.33,0,352739,H4xBDVGGCJDZPVqXiHn3dpjnG7pvY3yBpPDYHQbpKHvY,0.67000000000000000,-12621,-0.02,15,10,-183574,-71548,1,250,52,140594,-21944,524075,9322,14,2,76366,102673,-124617,0,0,1.07,4,,REJECT: negative PnL once unreconciled positions removed
6762,5.70000000000000000,10465,179693,57174,1.55,,2024-11-24 02:07:00.000 UTC,2025-08-20 04:28:57.000 UTC,298730,10,6,13,3,0.17000000000000000,119037,0,1.9,0,157206,7cXkCT3A4qW9nPZy9NfayHZ24ypwXB5PWzhuT2QmL64y,0.50000000000000000,3175,0,135,109,-435720,-26189,36,162641,776,98286,-22281,833696,25456,122,4,39552,179693,-201974,0,0,1.71,18,,REJECT: negative PnL once unreconciled positions removed
49877,2.60000000000000000,68852,169458,98141,1.38,,2024-08-17 20:15:02.000 UTC,2024-09-26 16:35:38.000 UTC,307803,39,3,1,3,0.00000000000000000,138345,0,1.49,0,206555,9JqsXLHBfJK7o2qd7TZYd7a8H7fc5jjxigmQrKiYF6dH,1.00000000000000000,147120,0.36,7,4,-160683,-97108,3,160652,18,98141,-22339,368340,169458,6,0,0,95719,-118057,0,0,0.55,2,,REJECT: negative PnL once unreconciled positions removed
15962,10.40000000000000000,11481,39891,51686,0.72,,2024-04-21 03:32:00.000 UTC,2025-03-01 12:35:53.000 UTC,55274,12,6,3,4,0.33000000000000000,15383,0,0.48,0,114651,7wsGBDkW4PpN56Zk89NxXsreFQHyr5spwWCagnmtfVA9,0.67000000000000000,-18223,-0.07,17,12,-83320,-42048,3,50446,177,58202,-22472,170866,4249,14,0,0,39891,-62363,0,0,1.25,10,,REJECT: negative PnL once unreconciled positions removed
5976,5.50000000000000000,38466,118743,189242,6.44,,2024-03-11 17:14:42.000 UTC,2025-09-09 05:10:10.000 UTC,158844,8,7,8,4,0.29000000000000000,40101,0,0.42,0,382361,AcMdgbT5KggkeX23xQ7ZvCQoKAEKwLS4hAKZ5pXme8zw,0.57000000000000000,123016,0.24,32,22,-59034,-14274,5,8810,175,189242,-23230,220759,146246,24,2,17222,24691,-47921,991,4,2.19,13,,REJECT: negative PnL once unreconciled positions removed
11128,8.10000000000000000,16494,129577,57734,1.48,,2024-03-01 13:03:54.000 UTC,2025-10-18 19:25:37.000 UTC,168462,27,7,2,5,0.14000000000000000,38885,0,0.99,21312,170711,9ugnjCV963wKaSbkRrdMfW8B3yrgP46fS9U6TbM8Vmr2,0.71000000000000000,155145,0.78,15,9,-74212,-48213,3,13237,121,57734,-23391,171889,178537,13,2,63216,30034,-53425,0,0,1.13,8,,REJECT: negative PnL once unreconciled positions removed
13107,7.20000000000000000,21698,135262,98889,1.66,,2024-01-15 01:51:57.000 UTC,2025-05-30 01:07:17.000 UTC,213946,7,9,8,5,0.22000000000000000,78684,0,0.65,0,329330,3oxtGp3F6rZM46yLSn2AnDt7GrKZUNprDsv2jRxLCsmf,0.56000000000000000,236331,0.62,22,11,-36680,-16559,1,2134,158,98889,-23454,259739,259785,14,2,37245,10617,-34071,0,0,1.4,10,,REJECT: negative PnL once unreconciled positions removed
10898,11.30000000000000000,18097,90066,81529,1.66,,2024-03-06 18:54:31.000 UTC,2025-02-07 14:36:52.000 UTC,100245,8,10,2,4,0.20000000000000000,10178,0,0.38,0,266933,Dp8Yi9mcfrdT9pV1HTdY1nBUyftC12DMu7EyQzPgPnYB,0.40000000000000000,70779,0.17,30,19,-93046,-27456,0,0,340,81529,-23517,353767,94296,28,1,3673,27377,-50894,0,0,1.28,10,,REJECT: negative PnL once unreconciled positions removed
9995,4.60000000000000000,8816,113523,36588,0.88,,2024-10-30 15:17:20.000 UTC,2025-05-29 11:06:20.000 UTC,133853,9,12,12,8,0.17000000000000000,20330,0,0.87,0,153462,5MuWJ2dvjgfMwSAwof6GzteC6ngZLrbaJTSuQLAMATPU,0.67000000000000000,80934,0.12,74,42,-223939,-52319,14,97412,338,151989,-24092,576764,105026,62,11,64866,113523,-137615,0,0,1.91,17,,REJECT: negative PnL once unreconciled positions removed
2411,3.20000000000000000,5735,19939,93871,2.38,,2024-05-09 02:56:07.000 UTC,2025-08-21 02:54:08.000 UTC,39253,5,7,9,3,0.29000000000000000,19314,0,0.25,0,159971,i96wLgXssQVUAkJt6a5h3woMAn8Cxzak8QGkSYwCaLK,0.43000000000000000,-34185,-0.08,133,93,-122409,-26875,33,33772,428,93871,-24517,379369,-9668,124,5,11191,19939,-44456,0,0,2.73,14,,REJECT: negative PnL once unreconciled positions removed
8007,3.20000000000000000,16338,191102,39839,2.04,,2024-10-24 19:32:34.000 UTC,2025-07-14 11:14:26.000 UTC,280962,14,4,2,3,0.00000000000000000,89859,0,3.32,0,84678,8nX1SC5w1aNnZjB8VXmPccWdCCXr55aTUW78RQfN4w8Y,0.75000000000000000,3416,0,82,69,-397599,-38967,49,210522,265,62559,-24927,750641,28343,80,3,37631,191102,-216029,0,0,1.5,8,,REJECT: negative PnL once unreconciled positions removed
4199,2.40000000000000000,14661,72340,47845,3.49,,2024-02-07 20:41:45.000 UTC,2025-06-29 01:53:23.000 UTC,94288,268,8,4,3,0.00000000000000000,21948,0,0.79,2611,119613,859C82zfRpngGLzABUerqcnYaHCjSER5diJmc9473sc1,0.38000000000000000,47613,0.26,31,26,-76187,-14153,14,45599,74,47845,-25163,176535,72776,27,4,85250,44111,-69275,-10674,1,1.53,8,,REJECT: negative PnL once unreconciled positions removed
5655,3.40000000000000000,15013,68514,258536,2.65,,2024-11-13 12:04:38.000 UTC,2025-09-08 00:33:56.000 UTC,142542,6,5,23,5,0.20000000000000000,74027,0,0.46,0,308708,A1sGmPMe67ApJibvk9hV3AJiKfxDt9a284uTHcmtVxcz,1.00000000000000000,169468,0.27,68,43,-124613,-15331,10,29316,233,258536,-25240,496554,194708,45,4,111051,37033,-62273,4851,5,3.42,12,,REJECT: negative PnL once unreconciled positions removed
3622,6.70000000000000000,10520,20731,30811,2.9,,2024-02-08 19:06:08.000 UTC,2025-04-12 13:51:15.000 UTC,37083,26,4,3,3,0.25000000000000000,16353,0,0.55,0,67206,Df5mAcAbLD3rX1cSb2jANWUqnjDBqg8G6Mw5WWSQLQK8,0.75000000000000000,28355,0.17,27,17,-31111,-11213,5,8966,180,33387,-25332,90443,53687,24,1,4638,4210,-29543,0,0,1.42,14,,REJECT: negative PnL once unreconciled positions removed
2817,3.70000000000000000,9752,48244,124476,3.46,,2024-11-05 12:43:57.000 UTC,2025-03-21 10:31:52.000 UTC,76456,5,3,4,3,0.00000000000000000,28212,0,0.47,0,163228,4mpQYAjMddhEejzNSHcewpKp6hSjDXkC1Yw25oXvKVAL,1.00000000000000000,-23933,-0.05,119,96,-151841,-22585,26,75211,443,124476,-27431,492691,3498,115,0,0,48244,-75674,0,0,2.97,13,,REJECT: negative PnL once unreconciled positions removed
5559,4.70000000000000000,6344,85285,63252,1.14,,2024-05-27 01:54:14.000 UTC,2025-05-12 20:34:38.000 UTC,130772,7,9,8,5,0.22000000000000000,45486,0,0.56,0,234375,FiqTtFgABrBZBecm2WWoD4CugBKuGqAikgReTCpvFWtp,0.56000000000000000,-16515,-0.02,177,122,-462918,-49295,46,240964,825,63605,-27532,960397,11830,168,9,124873,118024,-145556,-9285,4,1.84,15,,REJECT: negative PnL once unreconciled positions removed
5754,4.50000000000000000,24142,89450,157315,4.2,,2024-10-28 09:37:51.000 UTC,2025-12-06 13:52:11.000 UTC,149328,14,6,3,3,0.33000000000000000,59878,0,0.57,3217,261682,4VTCM5aYVESAezchGsuaxMAzKUWapWFUdXPsew4UgG7z,0.50000000000000000,34502,0.07,48,37,-137884,-41238,10,12622,217,157315,-27832,391770,62335,45,5,99359,89450,-117282,0,0,2.45,11,,REJECT: negative PnL once unreconciled positions removed
9311,5.90000000000000000,39874,31376,40161,4.28,,2024-02-27 16:19:33.000 UTC,2024-11-23 09:35:36.000 UTC,51126,9,4,4,3,0.25000000000000000,19750,0,0.5,0,101454,CZfCdTZFmJr7Ae59fAHjYPDetEKsxQUy8mF9WCd77XBB,0.75000000000000000,113349,0.28,21,14,-54338,-26804,6,34790,124,170698,-27878,197613,141227,17,37,1654489,21176,-49054,0,0,1.84,8,,REJECT: negative PnL once unreconciled positions removed
6756,8.10000000000000000,11176,18214,31342,1.65,,2024-07-24 14:42:23.000 UTC,2024-11-15 18:07:46.000 UTC,31940,44,5,3,3,0.20000000000000000,13726,0,0.42,0,75841,38ao9zE44ffDyCkbuoUu33EZTauE5kHzziTvbHnckX1r,0.60000000000000000,-15847,-0.02,83,66,-146466,-9422,9,32761,669,45378,-28007,631680,12161,80,2,5136,31352,-59360,0,0,1.13,6,,REJECT: negative PnL once unreconciled positions removed
1525,3.90000000000000000,5748,18774,94075,3.77,,2024-01-03 12:39:26.000 UTC,2025-11-21 19:33:23.000 UTC,31735,9,7,10,5,0.29000000000000000,12961,0,0.23,2633,137813,ANfg7F6TofE8JC7AxTViTwZno7dcT6YwiGdt1VA9MACQ,0.71000000000000000,1037,0,95,67,-56160,-7230,18,12998,375,94075,-28873,129189,29909,85,2,4272,7467,-36340,0,0,3.51,21,,REJECT: negative PnL once unreconciled positions removed
9449,8.10000000000000000,68553,90317,128013,7.25,,2024-07-31 10:52:45.000 UTC,2025-02-16 20:50:40.000 UTC,135188,8,4,3,4,0.25000000000000000,44871,0,0.41,0,329572,7eA6QL2CkQTBPE5XT7HxPerdKtQ1dEUaNsKKu8Xgq4Kk,1.00000000000000000,101766,0.27,9,4,-36961,-16549,4,36961,73,128013,-28933,217182,130699,6,2,29053,4276,-33209,0,0,1.05,8,,REJECT: negative PnL once unreconciled positions removed
20622,8.30000000000000000,72473,47807,160629,3.51,,2024-09-04 16:42:17.000 UTC,2025-12-08 00:27:00.000 UTC,118376,10,5,3,4,0.00000000000000000,70568,0,0.31,0,377303,Ba2g5Zvrj1DPNSG6RtWAG4Mg3yDDTAPVUxy1MH3zfuqc,0.80000000000000000,58069,0.09,18,13,-70812,-18690,3,18639,150,160629,-29418,439785,87487,15,1,1802,41094,-70512,0,0,1.4,14,,REJECT: negative PnL once unreconciled positions removed
2240,3.70000000000000000,2784,95741,25613,1.24,,2024-03-02 08:48:40.000 UTC,2025-01-20 08:41:29.000 UTC,181655,13,8,9,5,0.25000000000000000,85914,0,1.44,0,125850,9hMa3bVec3WXGEsSCb1VyCLSSnwXxaEK2w8sunerAR5u,0.63000000000000000,34421,0.05,319,249,-298749,-20738,71,104108,1187,29243,-29470,719698,63891,310,0,0,95741,-125211,0,0,1.9,13,,REJECT: negative PnL once unreconciled positions removed
5800,3.60000000000000000,21471,24440,117923,3.7,,2024-11-13 06:40:58.000 UTC,2026-04-05 16:06:27.000 UTC,39847,5,6,3,4,0.33000000000000000,15408,0,0.24,0,166271,13aKjuTJSZx7vWtN18FXUGZ2u1d48aKLoKa2xqjDcb5x,0.67000000000000000,354,0,23,16,-43672,-14607,0,0,82,117923,-29697,107900,30051,20,1,16520,10517,-40214,0,0,2.25,12,,REJECT: negative PnL once unreconciled positions removed
12184,4.20000000000000000,35732,793489,969694,2.93,,2024-11-11 06:31:46.000 UTC,2025-11-02 19:08:25.000 UTC,1048869,6,15,12,8,0.27000000000000000,255380,0,0.71,0,1482876,2xjcLTToHRWgAdqA4QXoFLuFAa52juJhJx3tFQADZk53,0.53000000000000000,-185018,-0.05,237,193,-1738510,-175319,140,1003537,1006,969694,-30064,3708844,-154954,225,7,504526,793489,-823553,0,0,4.11,21,,REJECT: negative PnL once unreconciled positions removed
39824,13.20000000000000000,20868,99423,32235,0.52,,2025-11-13 19:10:34.000 UTC,2026-08-12 12:51:07.000 UTC,215214,153,14,26,10,0.14000000000000000,115791,2,0.86,196550,249272,5y1eVKk8W8TqQuzzaTjjQ8vMNrYDfFDnTfeZAYGzHwBu,0.71000000000000000,290321,0.29,35,14,-98864,-62756,3,2428,462,190580,-30275,702906,320596,9,1,9068,36227,-66502,103708,9,1.57,13,,REJECT: negative PnL once unreconciled positions removed
4024,4.30000000000000000,4886,104794,60878,1.21,,2024-01-16 12:44:32.000 UTC,2026-04-28 00:08:01.000 UTC,239320,23,22,35,8,0.05000000000000000,134526,0,0.64,0,374058,7Jt9mTicuUt4trdUVZZp99Pj5WfeyhKyLspywZNB4zEB,0.36000000000000000,30982,0.01,663,489,-1244285,-79701,76,498165,2862,83952,-31407,2689507,64091,627,8,17013,178032,-209439,15810,40,1.97,20,,REJECT: negative PnL once unreconciled positions removed
31424,17.20000000000000000,54340,214079,161112,1.73,,2024-03-28 06:02:37.000 UTC,2024-08-16 19:59:31.000 UTC,360494,8,6,1,4,0.00000000000000000,146416,0,0.9,0,400556,GCCKXqr6jRG385vHUUw8ZNWepicn7KNhUMcJR2birjdP,0.67000000000000000,-31925,-0.04,22,16,-417976,-84238,12,402052,379,161112,-31987,811465,61,21,2,230624,214079,-246065,0,0,1.06,8,,REJECT: negative PnL once unreconciled positions removed
19596,6.20000000000000000,18603,57385,104649,0.95,,2024-07-06 12:59:47.000 UTC,2025-09-03 12:46:28.000 UTC,103754,8,10,8,7,0.20000000000000000,46369,0,0.3,0,350798,F3kxWqY9RZcuDRK9ByaxdWV2eLC7YYbVESAAHdwqiKNk,0.70000000000000000,30351,0.06,27,15,-125005,-42238,6,18948,167,104649,-32210,371823,62561,19,0,0,57385,-89595,601,3,1.35,14,,REJECT: negative PnL once unreconciled positions removed
4105,4.70000000000000000,11499,46398,80006,2.8,,2024-01-17 21:19:11.000 UTC,2026-01-06 20:40:22.000 UTC,67035,20,12,7,6,0.25000000000000000,20638,0,0.23,3899,289301,3Dds6eBSKLcvDvFTppnmzAZNURrhoccu5rZtsRYBMcjK,0.50000000000000000,48776,0.12,64,45,-77377,-9963,18,21264,301,80006,-32694,230134,81471,57,2,6185,8711,-41405,-1829,1,2.37,15,,REJECT: negative PnL once unreconciled positions removed
9068,3.20000000000000000,7068,53641,36359,0.78,,2024-03-20 18:15:19.000 UTC,2025-02-24 11:29:58.000 UTC,88808,14,6,10,4,0.00000000000000000,35167,0,0.82,0,108540,H2qfmZo4wEqygfqctuZvQ3vgmaDmjUuMHD8SpAK7tHxy,0.67000000000000000,27311,0.1,33,20,-123044,-36359,7,90443,105,36359,-32841,162731,60152,23,2,25991,53641,-86482,0,0,1.05,9,,REJECT: negative PnL once unreconciled positions removed
16181,6.00000000000000000,37125,84761,229214,2.29,,2024-11-20 05:50:34.000 UTC,2025-10-25 08:50:38.000 UTC,121769,7,6,5,5,0.33000000000000000,37008,0,0.24,0,503541,DbJhzMbaM2pVj6tUGQGrXzN1irpLVUn4KxCG8P3v2j9h,0.83000000000000000,64140,0.07,40,25,-153352,-40764,18,62393,241,229214,-33336,819374,97476,35,3,11607,84761,-118097,0,0,2.02,13,,REJECT: negative PnL once unreconciled positions removed
41671,9.90000000000000000,205549,470004,355652,4.93,,2024-12-25 06:44:59.000 UTC,2025-09-14 02:32:51.000 UTC,944141,17,4,4,3,0.25000000000000000,474137,0,1.48,0,636750,7KMMYJxm7wHQAXqJU4RJ3qwVB6U7Rt7jGcBCTSLKpbzW,0.75000000000000000,887778,1.08,8,5,-61682,-28204,2,37435,79,355652,-33478,178416,921256,4,3,158000,-3,-33475,0,0,1.24,9,,REJECT: negative PnL once unreconciled positions removed
48197,3.40000000000000000,51614,169560,194807,1.07,,2024-03-25 18:21:38.000 UTC,2026-05-27 14:04:27.000 UTC,185594,27,7,4,3,0.14000000000000000,16035,0,0.44,0,423178,CaTHgrRGsn7PwPrjFQV8nRYZG5nAm3dZYytVgs8vtNJM,0.43000000000000000,380182,0.51,15,10,-260935,-66757,1,18150,51,194807,-33567,696625,413749,11,3,9808,169560,-203127,60123,1,1.15,5,,REJECT: negative PnL once unreconciled positions removed
4351,4.40000000000000000,7437,367632,68257,1.71,,2024-11-03 18:52:09.000 UTC,2025-04-05 12:49:19.000 UTC,416699,27,6,40,4,0.00000000000000000,49067,0,2.69,0,154996,DzBZ4ipHpfChNr7Vy4Ve4wqh93pXsuJyxyKYVPSMiGo9,0.67000000000000000,748428,0.9,155,105,-310372,-34373,32,120205,678,68257,-33603,439284,782032,115,30,376001,58908,-92511,-848,1,1.85,13,,REJECT: negative PnL once unreconciled positions removed
13485,8.90000000000000000,15106,37131,113078,1.12,,2024-04-13 10:49:42.000 UTC,2025-09-17 12:11:16.000 UTC,53912,144,3,10,3,0.00000000000000000,16780,0,0.34,0,159509,7ESMTWwLbZsLKLebXkvctb4zHhAgVE7krVmj6Gh2PHTe,1.00000000000000000,143718,0.25,40,20,-183217,-53440,12,89030,354,113078,-34105,386203,177823,30,7,32300,96517,-130622,89535,7,1.48,17,,REJECT: negative PnL once unreconciled positions removed
7501,6.20000000000000000,17539,97694,114219,2.34,,2024-04-22 15:03:02.000 UTC,2026-05-01 04:04:12.000 UTC,174149,27,18,5,9,0.28000000000000000,76455,0,0.38,0,456376,2S7xrSm7jS3dNqHir8CKmuToznyJE2rNx4PUQu5WC5P3,0.50000000000000000,73257,0.1,72,56,-231705,-40256,12,14339,447,114219,-34451,634517,107708,67,5,13995,97694,-132145,-3745,2,1.75,15,,REJECT: negative PnL once unreconciled positions removed
4259,4.80000000000000000,3382,18648,28302,0.79,,2024-12-15 22:47:38.000 UTC,2025-07-19 15:48:05.000 UTC,42019,75,3,7,3,0.33000000000000000,23371,0,0.9,0,46653,Bh9aMe2mJLswPkEo3QPgViF1CdDMJvP9ZWQq4KhtBWRn,1.00000000000000000,22321,0.07,86,47,-47185,-6998,3,3876,414,65051,-34574,282850,56895,79,2,8832,2263,-36838,0,0,2.25,13,,REJECT: negative PnL once unreconciled positions removed
4506,3.60000000000000000,8225,110995,61449,1.83,,2024-03-13 11:08:50.000 UTC,2025-11-29 06:20:09.000 UTC,140447,42,7,9,3,0.14000000000000000,29451,0,1.15,0,121602,3hbiVrRJ2718fsgfD8grXPRa8jrsDYYtP8GgTX3KLLok,0.43000000000000000,144911,0.67,37,24,-66733,-29022,10,55911,132,61449,-35011,130298,179922,28,6,29728,13445,-48457,0,0,1.87,10,,REJECT: negative PnL once unreconciled positions removed
41162,3.90000000000000000,30101,902958,224183,0.73,,2024-09-24 06:36:36.000 UTC,2026-05-04 11:08:26.000 UTC,1144886,5,16,4,12,0.25000000000000000,241927,0,2.01,17823,570839,ztqQ4TNC6Yju9zJaK9ZsPNMjxiUqjiT6rP76eeatgTy,0.75000000000000000,55230,0.03,53,37,-1286094,-676878,19,1111905,209,693543,-35069,1964271,90298,49,1,26185,902958,-938027,-35784,3,2.66,6,,REJECT: negative PnL once unreconciled positions removed
